enunciado,status_imagem,referencia_imagem,alternativa_a,alternativa_b,alternativa_c,alternativa_d,alternativa_e,banca,ano,especialidade,output_gabarito,output_explicacao,output_grande_area,output_taxa_certeza,processado,output_tema,output_subtema,output_especialidade,exportado
Qual é o tratamento para a lesão abdominal neste momento?,1,extracted_images/r1acessodiretousp-sp2023-1749844269714-r1acessodiretousp-sp2023-1745604869922-USP-SP-2023-R1__pg11__q18__alt_CT scan.jpg,Observação com monitorização hemodinâmica.,Passagem de cateter duplo J.,Laparotomia com nefrectomia.,Nefrostomia.,,USP-SP,2023,Acesso Direto,C,"A imagem mostra um tumor renal com provável sangramento. A laparotomia com nefrectomia é o tratamento mais adequado para remover o rim afetado e controlar o sangramento. A observação com monitorização hemodinâmica pode ser considerada em casos de lesões menores e estáveis, o que não parece ser o caso aqui. A passagem de cateter duplo J é utilizada para desobstrução ureteral, e a nefrostomia é utilizada para drenagem urinária, não sendo o tratamento definitivo para a lesão tumoral. Portanto, a resposta mais apropriada é a laparotomia com nefrectomia.",Cirurgia,95,1,Trauma Renal,Nefrectomia,Urologia,0
"Homem, 75 anos, foi trazido ao Serviço de Emergência pelos familiares após encontrá-lo caído
ao lado de sua cama. Tem hipertensão arterial sistêmica e obesidade. Lúcido, o paciente refere
que caiu sobre o quadril direito após tropeçar no tapete ao lado da cama; desde então não
consegue deambular. Nega trauma encefálico. Previamente deambulador social, conseguia realizar
apenas atividades básicas diárias sozinho. Atendimento inicial já realizado e solicitada a radiografia
abaixo:
Qual é o achado clínico compatível com a história e com o achado radiológico apresentados?",1,extracted_images/r1acessodiretousp-sp2023-1749844269714-r1acessodiretousp-sp2023-1745604869922-USP-SP-2023-R1__pg11__q19__enunciado.jpg,Membro inferior encurtado com rotação interna.,Membro inferior encurtado com rotação externa.,Membros inferiores simétricos com rotação interna do direito.,Membros inferiores simétricos com rotação externa do direito.,,USP-SP,2023,Acesso Direto,B,"A radiografia apresentada mostra uma fratura no colo do fêmur direito. A história de queda com incapacidade de deambular, associada à fratura, leva ao encurtamento do membro inferior afetado e rotação externa devido à ação dos músculos rotadores do quadril. Portanto, a alternativa correta é a B.",Cirurgia,95,1,Trauma,Fratura de quadril,Ortopedia,0
"Homem, 17 anos, refere contusão do joelho há 1 mês, durante prática esportiva. Relata que,
desde então, a dor no joelho persiste, sem melhoras com aplicação de gelo e com uso de anti-
inflamatórios. A radiografia é apresentada.
Considerando a hipótese diagnóstica, assinale a alternativa correta.",1,extracted_images/r1acessodiretousp-sp2023-1749844269714-r1acessodiretousp-sp2023-1745604869922-USP-SP-2023-R1__pg12__q20__enunciado.jpg,Corpo estranho.,Abscesso.,Hematoma.,Neoplasia.,,USP-SP,2023,Acesso Direto,D,"A radiografia apresentada mostra uma lesão óssea com características sugestivas de neoplasia, especificamente um tumor ósseo agressivo. A história de dor persistente após uma contusão, sem melhora com tratamento conservador, também levanta suspeita de um processo neoplásico. Dentre as opções, a mais provável é neoplasia. A imagem radiográfica demonstra uma massa com aspecto de 'sol nascente', que é um sinal clássico de osteossarcoma. As outras opções (corpo estranho, abscesso, hematoma) não se encaixam no quadro radiográfico e na história clínica.",Clínica Médica,95,1,Tumores Ósseos,Osteossarcoma,Ortopedia,0
"Paciente, 27 anos, refere nodulação palpável em mama direita que se acentuou no período
pré-menstrual. Nega antecedentes clínicos, refere um parto vaginal há 5 anos, em uso de
preservativo como contracepção; última menstruação há 10 dias. Nega uso de outros
medicamentos e antecedentes familiares significativos. Ao exame clínico das mamas, identifica-se
nodulação com cerca de 3 cm, regular, dolorosa e móvel em quadrante superior externo de mama
direita, recoberta com pele de aspecto normal. A ultrassonografia da região acometida é
apresentada. Realiza-se punção aspirativa com saída de 10 mL de líquido (imagem abaixo) seroso
acastanhado, com melhora significativa da dor. Não mais se percebe o achado palpatório e
ulterassonográfico.
Qual é a conduta mais adequada?",1,extracted_images/r1acessodiretousp-sp2023-1749844269714-r1acessodiretousp-sp2023-1745604869922-USP-SP-2023-R1__pg12__q21__enunciado.jpg,Biópsia excisional.,Seguimento clínico.,Biópsia agulha grossa.,Tomossíntese mamária.,,USP-SP,2023,Acesso Direto,B,"A paciente apresenta um quadro clínico e ultrassonográfico sugestivo de cisto mamário, que se manifesta com dor e aumento no período pré-menstrual. A punção aspirativa com a saída de líquido seroso acastanhado e melhora dos sintomas confirma o diagnóstico. Como o cisto desapareceu após a punção e não há sinais de malignidade, o seguimento clínico é a conduta mais adequada. A biópsia excisional ou agulha grossa não são necessárias neste momento, a tomossíntese mamária não é indicada para avaliação inicial de nódulos palpáveis e a opção 'nan' não se aplica.",Ginecologia e Obstetrícia,95,1,Doenças da Mama,Cisto Mamário,Mastologia,0
"Paciente, 45 anos, será submetida à histerectomia total abdominal em decorrência de
miomatose uterina. Você é o instrumentador e o cirurgião solicita porta-agulhas montado com o
fio para a sutura da cúpula vaginal. Qual é o tipo de fio adequado para este tempo cirúrgico?",0,,Poliéster.,Nylon.,Poliglactina.,Polipropileno.,,USP-SP,2023,Acesso Direto,C,"A questão aborda a escolha do fio de sutura ideal para o fechamento da cúpula vaginal durante uma histerectomia total abdominal. O objetivo é selecionar um material que promova uma boa cicatrização e minimize o risco de complicações como deiscência da cúpula vaginal. 

A) Poliéster: Fio não absorvível, pode ser utilizado em algumas situações, mas não é a primeira escolha para a cúpula vaginal devido ao risco de extrusão a longo prazo e potencial para formação de fístulas.
B) Nylon: Fio não absorvível, também não é a primeira escolha para a cúpula vaginal pelos mesmos motivos do poliéster.
C) Poliglactina: Fio absorvível sintético, oferece boa resistência tênsil inicial e é reabsorvido em um período adequado para a cicatrização da cúpula vaginal. É uma escolha comum e adequada para este tipo de sutura.
D) Polipropileno: Fio não absorvível, geralmente utilizado para suturas de pele ou em situações onde é necessária uma força tênsil permanente. Não é a melhor opção para a cúpula vaginal.

Considerando o contexto cirúrgico e as propriedades dos diferentes fios, a poliglactina (Vicryl) é a escolha mais adequada devido à sua absorvibilidade e resistência inicial, promovendo uma cicatrização segura da cúpula vaginal.",Ginecologia e Obstetrícia,95,1,Histerectomia,"Sutura da Cúpula Vaginal, Fios de Sutura",Ginecologia,0
"Paciente, 18 anos, em investigação para amenorreia secundária. Ao exame clínico apresenta
mamas Tanner 3, pilificação mínima axilar e pubiana, estatura percentil 60 e peso percentil 40,
identifica-se discreta hérnia inguinal bilateral. Exame ginecológico: vulva com pouca pilificação,
desenvolvida e adequada, hímen íntegro e perfurado, restringindo exame especular e toque
vaginal. O exame ultrassonográfico abdominal é normal, corpo uterino não identificado, gônadas
de volume habitual em topografia de paredes pélvicas. Considerando a principal hipótese
diagnóstica, qual é o achado associado?",0,,FSH e LH elevados.,Cariótipo 45 X0.,Testosterona sérica elevada.,Cariótipo 47 XXY.,,USP-SP,2023,Acesso Direto,A,"A paciente apresenta amenorreia secundária, mamas Tanner 3 (indicando alguma ação estrogênica), mínima pilificação (sugerindo baixa produção de andrógenos), ausência de útero à ultrassonografia e gônadas presentes. A presença de hérnia inguinal bilateral levanta a suspeita de Síndrome de Morris (Insensibilidade Androgênica Completa), porém, a ausência de útero torna essa hipótese menos provável. A principal hipótese diagnóstica é Agenesia Mülleriana (Síndrome de Mayer-Rokitansky-Küster-Hauser - MRKH), caracterizada pela ausência de útero e porção superior da vagina, com ovários funcionantes e cariótipo 46,XX normal. Nesses casos, os níveis de FSH e LH são normais ou discretamente elevados devido à ausência de feedback negativo do útero. A testosterona sérica é normal para mulheres. Cariótipo 45,X0 (Síndrome de Turner) cursa com ausência de ovários e outras características fenotípicas. Cariótipo 47,XXY (Síndrome de Klinefelter) é uma condição masculina. Portanto, o achado associado mais provável, considerando a ausência de útero e a função ovariana preservada, são FSH e LH elevados, embora não tão drasticamente elevados como na falência ovariana precoce.",Ginecologia e Obstetrícia,90,1,Amenorreia,Agenesia Mülleriana,Ginecologia,0
"Paciente, 20 anos, refere aumento de pelos faciais e acne. Nuligesta, uso de preservativo,
ciclos menstruais com intervalos de 40 dias, por 6 dias e pouca quantidade. O exame clínico geral
é normal, com achado de pilificação aumentada em face. Exame ginecológico: genitais externos,
clitóris, pilificação, grandes e pequenos lábios normais; toque vaginal com útero de volume habitual
e regiões anexiais normais. Qual é o achado laboratorial associado à condição clínica?",0,,FSH baixo em relação ao LH.,LH elevado em relação ao FSH.,Antimulleriano baixo para a faixa etária.,Cortisol elevado para a faixa etária.,,USP-SP,2023,Acesso Direto,B,"A paciente apresenta hirsutismo (aumento de pelos faciais), acne e irregularidade menstrual (ciclos longos e sangramento escasso), o que sugere Síndrome dos Ovários Policísticos (SOP). Na SOP, é comum encontrar uma elevação do LH em relação ao FSH. Essa alteração hormonal contribui para a disfunção ovulatória e o hiperandrogenismo (excesso de hormônios masculinos), que se manifesta como hirsutismo e acne. As outras alternativas são menos prováveis: FSH baixo não é típico da SOP; o antimulleriano geralmente está elevado na SOP; e o cortisol elevado sugeriria outra condição, como a síndrome de Cushing.",Ginecologia e Obstetrícia,95,1,Síndrome dos Ovários Policísticos (SOP),Hormônios na SOP,Endocrinologia Ginecológica,0
"Paciente, 30 anos, nuligesta, ciclos menstruais com intervalos de 40 dias e duração de 5 dias,
em investigação para infertilidade. Realiza biópsia de endométrio com diagnóstico de
adenocarcinoma endometrioide, bem diferenciado, grau 1 histológico. A Ressonância Magnética
demonstra abdome e pelve normais, útero e anexos normais, limite bem definido entre endométrio
e miométrio, sugerindo neoplasia limitada ao endométrio. A paciente deseja preservar a fertilidade.
Qual é o tratamento que pode ser considerado para esta paciente?",0,,Braquiterapia.,Estrogênio alta dose.,Ablação de cavidade endometrial.,Progestagênio alta dose.,,USP-SP,2023,Acesso Direto,D,"A paciente apresenta um adenocarcinoma endometrioide bem diferenciado, grau 1, limitado ao endométrio, e deseja preservar a fertilidade. Nesses casos, o tratamento com progestagênio em altas doses é uma opção para tentar regredir a neoplasia. A braquiterapia, ablação endometrial e histerectomia são opções que inviabilizam a fertilidade. A terapia com estrogênio é contraindicada em casos de adenocarcinoma endometrioide, pois pode estimular o crescimento tumoral.",Ginecologia e Obstetrícia,95,1,Neoplasia do Endométrio,Tratamento Conservador,Ginecologia Oncológica,0
"Paciente, 60 anos, antecedente de dois partos vaginais e menopausa aos 50 anos sem terapia
hormonal. Nega procedimentos cirúrgicos prévios. Queixa-se de obstipação e de dificuldade para
exoneração fecal. Frequentemente introduz o dedo na vagina para auxiliar na evacuação. Nega
perda urinária. Exame ginecológico: pilificação compatível com a idade; rotura perineal de primeiro
grau; procidência de parede vaginal anterior e posterior às manobras de esforço; especular com
conteúdo vaginal habitual; colo uterino epitelizado. Qual é o tratamento mais adequado?",0,,Colporrafia da fascia vesico-vaginal.,Colporrafia da fascia reto-vaginal.,Rafia do músculo transverso superficial do períneo.,Colpo-sacro fixação.,,USP-SP,2023,Acesso Direto,B,"A paciente apresenta queixa de obstipação e dificuldade de evacuação, necessitando de auxílio digital vaginal, associado à procidência de parede vaginal posterior ao exame físico. Esses achados sugerem fortemente a presença de retocele. A colporrafia posterior, que envolve a plicatura da fáscia reto-vaginal, é o tratamento cirúrgico mais adequado para corrigir essa condição, restaurando o suporte adequado à parede vaginal posterior e facilitando a evacuação. As outras opções não abordam diretamente a retocele: a colporrafia anterior (A) trata a cistocele (prolapso da bexiga), a rafia do músculo transverso superficial do períneo (C) trata a rotura perineal, e a colpo-sacro fixação (D) é utilizada para prolapso uterino ou vaginal apical.",Ginecologia e Obstetrícia,95,1,Prolapso de Órgãos Pélvicos,"Retocele, Cistocele, Disfunção do Assoalho Pélvico",Ginecologia,0
"Paciente, 28 anos, nuligesta, com antecedente de ciclos menstruais irregulares. Foi orientada
a utilizar citrato de clomifeno 50 mg por 5 dias, iniciando no terceiro dia pós-início da menstruação,
com o intuito de promover a ovulação e favorecer a gravidez. Qual o achado clínico mais provável
ao examinar a paciente no 14º dia pós-início da menstruação?",0,,Muco cervical esbranquiçado e pegajoso.,Muco cervical transparente e elástico.,Muco cervical sanguinolento e viscoso.,Muco cervical amarelado e líquido.,,USP-SP,2023,Acesso Direto,B,"O citrato de clomifeno é um indutor da ovulação. Espera-se que, ao redor do 14º dia do ciclo (considerando que o ciclo menstrual se iniciou no dia 1), a paciente esteja no período fértil, próximo à ovulação. O muco cervical, nesse período, torna-se mais transparente e elástico (filante), facilitando a ascensão dos espermatozoides. As outras opções descrevem características do muco cervical em outras fases do ciclo ou indicam alguma anormalidade.",Ginecologia e Obstetrícia,95,1,Infertilidade,Indução da Ovulação,Ginecologia,0
